,CID,Name,Party,Cycle,Industry,Industry Code,Total,PACs,Individuals,Origin,Last Updated,Source,industrypercent,candtotal
3353,N00029303,Jeff Merkley,D,2012,Health Professionals,H01,173111,60900,112211,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00029303&cycle=2012,0.0574831994358,3011506
3354,N00029303,Jeff Merkley,D,2012,Business Services,N05,157178,2000,155178,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00029303&cycle=2012,0.0521924910659,3011506
3355,N00029303,Jeff Merkley,D,2012,Computers/Internet,B12,154701,29500,125201,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00029303&cycle=2012,0.0513699790072,3011506
3356,N00002793,John L. Mica,R,2012,Air Transport,M01,184595,156595,28000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002793&cycle=2012,0.200764142509,919462
3357,N00002793,John L. Mica,R,2012,Construction Services,C04,136868,83368,53500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002793&cycle=2012,0.148856613976,919462
3358,N00002793,John L. Mica,R,2012,Lawyers/Law Firms,K01,107030,63520,43510,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002793&cycle=2012,0.116405028158,919462
3359,N00002793,John L. Mica,R,2012,Sea Transport,M05,100498,75000,25498,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002793&cycle=2012,0.109300873772,919462
3360,N00002793,John L. Mica,R,2012,General Contractors,C01,75500,26750,48750,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002793&cycle=2012,0.0821132357835,919462
3361,N00002793,John L. Mica,R,2012,Oil & Gas,E01,69500,65500,4000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002793&cycle=2012,0.0755876806219,919462
3362,N00002793,John L. Mica,R,2012,Lobbyists,K02,66259,4250,62009,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002793&cycle=2012,0.0720627932421,919462
3363,N00002793,John L. Mica,R,2012,Trucking,M03,60912,41662,19250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002793&cycle=2012,0.0662474360006,919462
3364,N00002793,John L. Mica,R,2012,Railroads,M04,60000,51000,9000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002793&cycle=2012,0.0652555516161,919462
3365,N00002793,John L. Mica,R,2012,Real Estate,F10,58300,15000,43300,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002793&cycle=2012,0.0634066443203,919462
3366,N00024770,Mike Michaud,D,2012,Health Professionals,H01,84425,72300,12125,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00024770&cycle=2012,0.166297008328,507676
3367,N00024770,Mike Michaud,D,2012,Transportation Unions,P03,77500,77500,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00024770&cycle=2012,0.152656418661,507676
3368,N00024770,Mike Michaud,D,2012,Public Sector Unions,P04,62250,62250,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00024770&cycle=2012,0.122617574989,507676
3369,N00024770,Mike Michaud,D,2012,Industrial Unions,P02,59500,59500,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00024770&cycle=2012,0.117200734327,507676
3370,N00024770,Mike Michaud,D,2012,Lawyers/Law Firms,K01,52075,22250,29825,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00024770&cycle=2012,0.102575264539,507676
3371,N00024770,Mike Michaud,D,2012,Building Trade Unions,P01,50000,50000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00024770&cycle=2012,0.0984880120392,507676
3372,N00024770,Mike Michaud,D,2012,Forestry & Forest Products,A10,40250,27500,12750,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00024770&cycle=2012,0.0792828496915,507676
3373,N00024770,Mike Michaud,D,2012,Insurance,F09,28000,27000,1000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00024770&cycle=2012,0.0551532867419,507676
3374,N00024770,Mike Michaud,D,2012,Air Transport,M01,27000,27000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00024770&cycle=2012,0.0531835265012,507676
3375,N00024770,Mike Michaud,D,2012,Lobbyists,K02,26676,1000,25676,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00024770&cycle=2012,0.0525453241831,507676
3376,N00001945,Barbara A. Mikulski,D,2012,Lawyers/Law Firms,K01,297191,66650,230541,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00001945&cycle=2012,0.15102519331,1967824
3377,N00001945,Barbara A. Mikulski,D,2012,Lobbyists,K02,248113,17845,230268,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00001945&cycle=2012,0.126084954752,1967824
3378,N00001945,Barbara A. Mikulski,D,2012,Pharmaceuticals/Health Products,H04,216521,208871,7650,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00001945&cycle=2012,0.110030673475,1967824
3379,N00001945,Barbara A. Mikulski,D,2012,Real Estate,F10,195450,29500,165950,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00001945&cycle=2012,0.0993229069266,1967824
3380,N00001945,Barbara A. Mikulski,D,2012,Health Professionals,H01,194484,145500,48984,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00001945&cycle=2012,0.0988320093667,1967824
3381,N00001945,Barbara A. Mikulski,D,2012,Leadership PACs,Q03,186250,186250,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00001945&cycle=2012,0.09464769207,1967824
3382,N00001945,Barbara A. Mikulski,D,2012,Retired,W06,169473,0,169473,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00001945&cycle=2012,0.0861220312386,1967824
3383,N00001945,Barbara A. Mikulski,D,2012,Pro-Israel,Q05,169175,37500,131675,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00001945&cycle=2012,0.0859705949313,1967824
3384,N00001945,Barbara A. Mikulski,D,2012,Misc Defense,D03,161085,84900,76185,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00001945&cycle=2012,0.0818594549106,1967824
3385,N00001945,Barbara A. Mikulski,D,2012,Securities & Investment,F07,130082,32000,98082,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00001945&cycle=2012,0.0661044890193,1967824
3386,N00025093,Brad Miller,D,2012,Lawyers/Law Firms,K01,29750,9500,20250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025093&cycle=2012,0.20987654321,141750
3387,N00025093,Brad Miller,D,2012,Industrial Unions,P02,17000,17000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025093&cycle=2012,0.119929453263,141750
3388,N00025093,Brad Miller,D,2012,Insurance,F09,15750,14000,1750,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025093&cycle=2012,0.111111111111,141750
3389,N00025093,Brad Miller,D,2012,Building Trade Unions,P01,15000,15000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025093&cycle=2012,0.10582010582,141750
3390,N00025093,Brad Miller,D,2012,Public Sector Unions,P04,14000,14000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025093&cycle=2012,0.0987654320988,141750
3391,N00025093,Brad Miller,D,2012,Retired,W06,13700,0,13700,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025093&cycle=2012,0.0966490299824,141750
3392,N00025093,Brad Miller,D,2012,Real Estate,F10,12250,8000,4250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025093&cycle=2012,0.0864197530864,141750
3393,N00025093,Brad Miller,D,2012,Transportation Unions,P03,10500,10500,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025093&cycle=2012,0.0740740740741,141750
3394,N00025093,Brad Miller,D,2012,Health Professionals,H01,7300,5300,2000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025093&cycle=2012,0.0514991181658,141750
3395,N00025093,Brad Miller,D,2012,Securities & Investment,F07,6500,3500,3000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025093&cycle=2012,0.0458553791887,141750
3396,N00009795,Candice S. Miller,R,2012,Transportation Unions,P03,69000,69000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009795&cycle=2012,0.200827759635,343578
3397,N00009795,Candice S. Miller,R,2012,Automotive,M02,54550,26000,28550,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009795&cycle=2012,0.158770352002,343578
3398,N00009795,Candice S. Miller,R,2012,Air Transport,M01,40000,37000,3000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009795&cycle=2012,0.116421889644,343578
3399,N00009795,Candice S. Miller,R,2012,Electric Utilities,E08,35850,21000,14850,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009795&cycle=2012,0.104343118593,343578
3400,N00009795,Candice S. Miller,R,2012,Railroads,M04,31200,30500,700,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009795&cycle=2012,0.0908090739221,343578
3401,N00009795,Candice S. Miller,R,2012,Crop Production & Basic Processing,A01,26200,26000,200,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009795&cycle=2012,0.0762563377166,343578
3402,N00009795,Candice S. Miller,R,2012,Health Professionals,H01,25700,22500,3200,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009795&cycle=2012,0.0748010640961,343578
3403,N00009795,Candice S. Miller,R,2012,Leadership PACs,Q03,22000,22000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009795&cycle=2012,0.064032039304,343578
3404,N00009795,Candice S. Miller,R,2012,Lawyers/Law Firms,K01,20078,15528,4550,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009795&cycle=2012,0.0584379675067,343578
3405,N00009795,Candice S. Miller,R,2012,Building Trade Unions,P01,19000,19000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009795&cycle=2012,0.0553003975808,343578
3406,N00006954,Gary Miller,R,2012,Real Estate,F10,212098,56739,155359,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00006954&cycle=2012,0.32421120855,654197
3407,N00006954,Gary Miller,R,2012,Leadership PACs,Q03,97500,97500,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00006954&cycle=2012,0.149037675196,654197
3408,N00006954,Gary Miller,R,2012,Misc Issues,Q10,80600,2600,78000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00006954&cycle=2012,0.123204478162,654197
3409,N00006954,Gary Miller,R,2012,Insurance,F09,50500,41000,9500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00006954&cycle=2012,0.0771938727937,654197
3410,N00006954,Gary Miller,R,2012,Health Professionals,H01,47250,39500,7750,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00006954&cycle=2012,0.0722259502871,654197
3411,N00006954,Gary Miller,R,2012,Home Builders,C02,37500,23000,14500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00006954&cycle=2012,0.0573221827676,654197
3412,N00006954,Gary Miller,R,2012,Securities & Investment,F07,32750,26750,6000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00006954&cycle=2012,0.0500613729503,654197
3413,N00006954,Gary Miller,R,2012,Commercial Banks,F03,32000,30500,1500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00006954&cycle=2012,0.048914929295,654197
3414,N00006954,Gary Miller,R,2012,Air Transport,M01,32000,32000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00006954&cycle=2012,0.048914929295,654197
3415,N00006954,Gary Miller,R,2012,General Contractors,C01,31999,25999,6000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00006954&cycle=2012,0.0489134007035,654197
3416,N00007390,George Miller,D,2012,Building Trade Unions,P01,81875,81875,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007390&cycle=2012,0.19824983232,412989
3417,N00007390,George Miller,D,2012,Industrial Unions,P02,69000,69000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007390&cycle=2012,0.167074667848,412989
3418,N00007390,George Miller,D,2012,Public Sector Unions,P04,60767,60517,250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007390&cycle=2012,0.14713951219,412989
3419,N00007390,George Miller,D,2012,Transportation Unions,P03,45050,45050,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007390&cycle=2012,0.109082808501,412989
3420,N00007390,George Miller,D,2012,Misc Unions,P05,32250,32000,250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007390&cycle=2012,0.0780892469291,412989
3421,N00007390,George Miller,D,2012,Health Professionals,H01,31500,31500,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007390&cycle=2012,0.0762732179307,412989
3422,N00007390,George Miller,D,2012,Lawyers/Law Firms,K01,26800,12000,14800,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007390&cycle=2012,0.0648927695411,412989
3423,N00007390,George Miller,D,2012,Retired,W06,25517,0,25517,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007390&cycle=2012,0.0617861492679,412989
3424,N00007390,George Miller,D,2012,Insurance,F09,22250,22000,250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007390&cycle=2012,0.0538755269511,412989
3425,N00007390,George Miller,D,2012,Business Services,N05,17980,3000,14980,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007390&cycle=2012,0.0435362685205,412989
3426,N00013846,Jeff Miller,R,2012,Real Estate,F10,58650,11000,47650,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00013846&cycle=2012,0.185645327214,315925
3427,N00013846,Jeff Miller,R,2012,Defense Aerospace,D01,47000,45500,1500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00013846&cycle=2012,0.148769486429,315925
3428,N00013846,Jeff Miller,R,2012,Defense Electronics,D02,42500,42500,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00013846&cycle=2012,0.13452559943,315925
3429,N00013846,Jeff Miller,R,2012,Health Professionals,H01,32525,24500,8025,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00013846&cycle=2012,0.102951649917,315925
3430,N00013846,Jeff Miller,R,2012,Electric Utilities,E08,25750,25750,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00013846&cycle=2012,0.0815066867136,315925
3431,N00013846,Jeff Miller,R,2012,General Contractors,C01,25000,3500,21500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00013846&cycle=2012,0.0791327055472,315925
3432,N00013846,Jeff Miller,R,2012,Lawyers/Law Firms,K01,21750,11500,10250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00013846&cycle=2012,0.0688454538261,315925
3433,N00013846,Jeff Miller,R,2012,Leadership PACs,Q03,21500,21500,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00013846&cycle=2012,0.0680541267706,315925
3434,N00013846,Jeff Miller,R,2012,Education,W04,21500,7250,14250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00013846&cycle=2012,0.0680541267706,315925
3435,N00013846,Jeff Miller,R,2012,Misc Defense,D03,19750,19000,750,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00013846&cycle=2012,0.0625148373823,315925
3436,N00026914,Gwen Moore,D,2012,Insurance,F09,107100,104350,2750,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026914&cycle=2012,0.229403486676,466863
3437,N00026914,Gwen Moore,D,2012,Securities & Investment,F07,66900,60500,6400,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026914&cycle=2012,0.143296855823,466863
3438,N00026914,Gwen Moore,D,2012,Public Sector Unions,P04,49250,47300,1950,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026914&cycle=2012,0.105491332575,466863
3439,N00026914,Gwen Moore,D,2012,Industrial Unions,P02,47500,47500,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026914&cycle=2012,0.10174290959,466863
3440,N00026914,Gwen Moore,D,2012,Commercial Banks,F03,41500,36500,5000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026914&cycle=2012,0.0888911736419,466863
3441,N00026914,Gwen Moore,D,2012,Building Trade Unions,P01,40000,40000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026914&cycle=2012,0.0856782396549,466863
3442,N00026914,Gwen Moore,D,2012,Health Professionals,H01,31500,25000,6500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026914&cycle=2012,0.0674716137282,466863
3443,N00026914,Gwen Moore,D,2012,Accountants,F11,29313,28813,500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026914&cycle=2012,0.0627871559751,466863
3444,N00026914,Gwen Moore,D,2012,Lawyers/Law Firms,K01,27750,17000,10750,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026914&cycle=2012,0.0594392787606,466863
3445,N00026914,Gwen Moore,D,2012,Retired,W06,26050,0,26050,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026914&cycle=2012,0.0557979535752,466863
3446,N00005282,Jerry Moran,R,2012,Crop Production & Basic Processing,A01,301980,138367,163613,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00005282&cycle=2012,0.171278931466,1763089
3447,N00005282,Jerry Moran,R,2012,Health Professionals,H01,196797,90647,106150,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00005282&cycle=2012,0.111620570487,1763089
3448,N00005282,Jerry Moran,R,2012,Agricultural Services/Products,A07,187249,143949,43300,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00005282&cycle=2012,0.106205075297,1763089
3449,N00005282,Jerry Moran,R,2012,Securities & Investment,F07,166750,64600,102150,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00005282&cycle=2012,0.0945783224783,1763089
3450,N00005282,Jerry Moran,R,2012,Commercial Banks,F03,162090,47500,114590,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00005282&cycle=2012,0.091935234126,1763089
3451,N00005282,Jerry Moran,R,2012,Oil & Gas,E01,158750,51000,107750,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00005282&cycle=2012,0.0900408317447,1763089
3452,N00005282,Jerry Moran,R,2012,Retired,W06,155280,0,155280,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00005282&cycle=2012,0.088072695139,1763089
3453,N00005282,Jerry Moran,R,2012,Insurance,F09,149916,93300,56616,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00005282&cycle=2012,0.0850303076022,1763089
3454,N00005282,Jerry Moran,R,2012,Lawyers/Law Firms,K01,142941,32500,110441,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00005282&cycle=2012,0.0810741828688,1763089
3455,N00005282,Jerry Moran,R,2012,Railroads,M04,141336,69476,71860,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00005282&cycle=2012,0.0801638487904,1763089
3456,N00002083,Jim Moran,D,2012,Computers/Internet,B12,101250,52000,49250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002083&cycle=2012,0.193372803667,523600
3457,N00002083,Jim Moran,D,2012,Real Estate,F10,77700,20500,57200,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002083&cycle=2012,0.148395721925,523600
3458,N00002083,Jim Moran,D,2012,Defense Electronics,D02,66500,54000,12500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002083&cycle=2012,0.127005347594,523600
3459,N00002083,Jim Moran,D,2012,Lobbyists,K02,60200,4000,56200,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002083&cycle=2012,0.114973262032,523600
3460,N00002083,Jim Moran,D,2012,Misc Defense,D03,57250,33500,23750,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002083&cycle=2012,0.109339190222,523600
3461,N00002083,Jim Moran,D,2012,Retired,W06,35200,0,35200,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002083&cycle=2012,0.0672268907563,523600
3462,N00002083,Jim Moran,D,2012,Lawyers/Law Firms,K01,34750,9500,25250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002083&cycle=2012,0.0663674560733,523600
3463,N00002083,Jim Moran,D,2012,Defense Aerospace,D01,32750,28500,4250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002083&cycle=2012,0.0625477463713,523600
3464,N00002083,Jim Moran,D,2012,Public Sector Unions,P04,32500,32500,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002083&cycle=2012,0.0620702826585,523600
3465,N00002083,Jim Moran,D,2012,Automotive,M02,25500,20500,5000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00002083&cycle=2012,0.0487012987013,523600
3466,N00031412,Mick Mulvaney,R,2012,Retired,W06,50940,0,50940,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031412&cycle=2012,0.161711205501,315006
3467,N00031412,Mick Mulvaney,R,2012,Health Professionals,H01,44150,22000,22150,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031412&cycle=2012,0.140156060519,315006
3468,N00031412,Mick Mulvaney,R,2012,Leadership PACs,Q03,35500,35500,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031412&cycle=2012,0.112696266103,315006
3469,N00031412,Mick Mulvaney,R,2012,Misc Manufacturing & Distributing,N15,31124,26999,4125,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031412&cycle=2012,0.0988044672165,315006
3470,N00031412,Mick Mulvaney,R,2012,Insurance,F09,30000,24500,5500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031412&cycle=2012,0.0952362812137,315006
3471,N00031412,Mick Mulvaney,R,2012,Real Estate,F10,27760,10760,17000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031412&cycle=2012,0.0881253055497,315006
3472,N00031412,Mick Mulvaney,R,2012,Building Materials & Equipment,C05,26250,6000,20250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031412&cycle=2012,0.083331746062,315006
3473,N00031412,Mick Mulvaney,R,2012,Electric Utilities,E08,26050,25500,550,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031412&cycle=2012,0.0826968375206,315006
3474,N00031412,Mick Mulvaney,R,2012,Misc Finance,F13,23232,0,23232,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031412&cycle=2012,0.0737509761719,315006
3475,N00031412,Mick Mulvaney,R,2012,Construction Services,C04,20000,3000,17000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031412&cycle=2012,0.0634908541425,315006
3476,N00026050,Lisa Murkowski,R,2012,Electric Utilities,E08,486096,398250,87846,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026050&cycle=2012,0.211497721627,2298351
3477,N00026050,Lisa Murkowski,R,2012,Oil & Gas,E01,438085,263050,175035,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026050&cycle=2012,0.190608397064,2298351
3478,N00026050,Lisa Murkowski,R,2012,Lobbyists,K02,360447,6500,353947,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026050&cycle=2012,0.156828526191,2298351
3479,N00026050,Lisa Murkowski,R,2012,Lawyers/Law Firms,K01,210747,103750,106997,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026050&cycle=2012,0.091694871671,2298351
3480,N00026050,Lisa Murkowski,R,2012,Leadership PACs,Q03,203500,203500,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026050&cycle=2012,0.0885417414485,2298351
3481,N00026050,Lisa Murkowski,R,2012,Real Estate,F10,139544,32500,107044,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026050&cycle=2012,0.0607148342442,2298351
3482,N00026050,Lisa Murkowski,R,2012,Health Professionals,H01,129241,58733,70508,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026050&cycle=2012,0.056232055069,2298351
3483,N00026050,Lisa Murkowski,R,2012,Retired,W06,112491,0,112491,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026050&cycle=2012,0.0489442213135,2298351
3484,N00026050,Lisa Murkowski,R,2012,Food & Beverage,N01,111850,62600,49250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00026050&cycle=2012,0.0486653257053,2298351
